Puan	Yorum
1	hızlı ve kullanışlı bir telefon. Teşekkür ederim.
1	Ürün hızlı gönderildi ve korunaklı paketlenmiş.Ekipmanları tam ve sağlam teşekkürler 
1	Arkadaşlar bu fiyata alabileceğiniz en harika telefon.Çoğu insan gibi ben de yorumları okuyup aldım ve fiyatına göre bu piyasadaki en iyi telefon kesinlikle
1	Bence mükemmel her şeyi var artısı ile beraber ve de bu fiata Hafta sonu sipariş verdim pazartesi öğlen gibi elime geçti iyi karar vermişim şahsım adına herkese teşekkürler 
1	Telefonu bu sabah saat 11:30 civarında kargodan teslim aldım. Cihaz kargoya bir havalı koruma poşeti ve onun üzerine kutu ile gönderilmiş gayet sağlam gözüküyodu. Sağsağlim aldım açtım kargoda korkusu olanlar hiç korkmasın. Ürüne gelince yaklaşık 1 1.5 ay araştırdım. Bu seviyede bu kalitede cihazı az bulursunuz arkadaşlar. Herşeyi mükemmel kullanıcı yorumu yapan siteler yalan söylemiyor güvenebilirsiniz. Mavi renk olan modelini aldım daha prestijli ve daha güzel duruyor.Şarjını %10 a kadar düşürüp şarja taktım şu an şarjda gayette hızlı şarj oluyor. Hız Performans Sağlamlık En Güncel Yeni Teknolojiler bu cihazda. Huawe'iye teşekkürler!!!
1	Sürekli telefon araştıran fiyat performans ürünü arayan biriydim. Xiaomi ve huawei telefonlar arasında gidip geliyodum.Ancak bu telefonla tanışana kadar. Kamera, arayüz,hız,ekran kalitesi,işlemciyi kullanışı,uygulama optimizasyonu kesinlikle iki markadan da çok çok üstün. Telefonu uzun araştırmalar sonucu aldım. Fiyat konusunda şüpheli yaklaştım. Bu özelliklere daha ucuz telefonlar var dedim ama hepsi ithalatçı garantili ve hiçbiri bunun kadar premium hissiyatını vermiyor. Gönül rahatlığıyla alınabilir bir cihaz. Ayrıca ekranda parmak izi ve yüz tanıma ise mükemmel çalışıyor.
1	ürün gerçekten güzel hayal kırıklığına kesinlikle uğramazsınız fiaytına göre kullandığı işlemci. 2GHz hızı olsun ekran parlaklığı ve ekran kalitesi, bataryası ki 4000 mah gücün de ve oyun oynamıyorsanız alo diyorum yada günlük haberler birazda sosyal medyayı kullanıyorum diyorsanız kesonlikle fiyatının çok üstünde bir telefon pil dolum hızıda çok etkileyici 10 15 dk şarj et nerdeyse 4 5 saat kesintisiz götürür. kamera konusunda ahım şahım Birşey beklemeyin gayet normal, normal ihtiyaçlarınızı karşılayacak biçimde bu fiyata Xiaomi kamerasınıda gerçekten çok güzel yapmış. almışken birkaç kuruş daha üzerine koyup 64 gb lik versiyonu kesinlikle alın kesinlikle pişman olmazsınız açılış hızı menü geçiş efekti özellikleses kalitesi olsun herşeyiyle gerçekten çok iyi bir telefon bem elektronik cihazlardan çok iyi anlarım ama maalesef maddi konuda çok iyi durumda olmadığım için emin olun üst düzey telefon işteyip de paranız yetmiyorsa redmi 5 plus tam size göre gayet şık duruyor parmak izi okuyucu çok başarılı zaten mikrofonda gayet kaliteli ses kaydı yapıyor yani uzun lafın kısası Xiaomi farkı fiyat performans CANAVARI diyorumbenim açımdan olsaydı daha iyi olurdu dediğim iki şey var keşke şarj girişi USB t-typc olsaydı birde keşke arka kısım tamamen metal olsaydı ama fiyatına baktığınızda amanannn olmasada canı sağolsun diyebiliyor insan
1	Fiyatına göre iyi telefon. Diğer markaların telefonlarında olan ve telefondan kaldırılamayan gereksiz uygulamar bu telefonda yok. En çok beğendiğim yönü bu. Zira ne kadar çok uygulama olursa telefon o kadar çok çalışır ve batarya ömrü kısa olur. Batarya yeterince iyi dayanıyor. Kamara pek çok telefona kıyasla iyi. 1 yıldızı wifi sinyal alıcısı zayıf olduğu için kırdım.
1	Gerçektek harika bir telefon. Abime aldım yaklaşık 3 aydır kullanıyor. Biraz kullansın ondan sonra yorum yapmak için beklettim. Tavsiye ederim harika bir telefon... Abim marka istediği için bunu seçtim memnunum. Ben Xiaomi kullanıcısıyım. Marka düşünürseniz bu Xiaomi de tavsiyem Note 8 olur...
1	Ürün iyi paketlenmiş olarak elime ulaştı. Bir sıkıntı gözükmüyor. Teşekkürler...
1	cumbaz iletişimden aldık izmirdrn istanbula bir gün içinde geldi harika bişey bu telefonun kalitesini ise eşim çok beğendiği için aynısından ikinci kez aldık tavsiye ederim
1	urun guzel harika tavsiye ederim
1	arkadaslar telefonun şarjı ortalama kullanici icin 2-3 gun gitmektedir. fakat arka kapağına jelatin uyguladim sökmekistediğimde arka kapağın komple boyasi kalkti. kilifsin ve jelatinsiz kullanmayin. ekranin tft falan olmasi cok onemli degil renkler cok guzel rahatsizlik vermiyor. kamera konusundada eger cok oynatmazsaniz guzel goruntuler çıkıyor.
1	diğer markalara çok para vermeye değmez
1	Tek el kullanımı için hafif büyük kaçıyor ama alışılıyor. Cebe sığıyor, çok sırıtmıyor. Fotoğraf sırasında bazen yakın çekimde odaklanma problemi yaşıyor. Onun dışında şimdilik gayet memnunum. Hızlı, şık, kamerası da yeterli. Geniş çekim, slow motion gibi ek özellikleri de var.
1	Ürün fiyatına göre çok güzel bataryası hızlı doluyor gün boyu oynadığım halde batarya 2 gün gidiyo
1	Beklediğim den daha güzel ve donanımlı kesinlikle tavsiye ederim
1	Fiyatına göre gayet kullanışlı ve kaliteli bir ürün. Kamera ve pil açısından 10 numara 5 yıldız.
1	Telefon çok güzel ve fiyatı da uygun tam bir performans canavarı.Ayrıca paketlemede özenle çok güzel yapılmış.10. kattan atsan bile kırıılmaz o kadar güzel paketleme yapılmış.Telefon için ve bu güzel ve korunaklı paketleme için çok teşekkür ederim.
1	Fiyatı uygun, ürün iyi, alınabilir.
1	Hiç düşünme kredi çek al bu fiyata ve kaliteye başka telefon bulamazsın.
1	1 günde ve hepsiexpres ile geldi.
1	bomboş iken 2 saat hızlı şarj aldıktan sonra 3 veya 2 gün yoğun olarak kullanıyorum batarya performansı çok iyi. kamera olarak 16 mp bir kamera kalitesine sahip bu kamera ile güzel manzara resimleri çekilebilir. son olarak ram performansı mükemmel 3 gb bir ram ile yüksek performanslı uygulama ve oyunları çok iyi açıyor. 1200 tl fiyatındaki telefonlar arasında bence en iyi telefonlarda biridir.
1	11 Pro da ki yeşil renk 11 de de olmalıydı çünkü çok güzel duruyor. Birde yanlarda ki çerçeve kalınlığı XS e göre biraz daha kalın. Ama yine de hem fiyat hem çift kamera olması bakımından ve son sürüm işlemci ve 4 GB RAM olmasından dolayı alınabilecek bir telefon.
1	Teşekkür ederim, hepsiburada.com
1	İos iyikolay kullanım sunan bir telefon bence pil aşırı iyileştirilmiş bir günü uzun kullanımda çıkarıyor oyun oynamıyorsanız 1.5 gün kesin şarj konusu çok iyi ama ihtiyaç duymuyorsunuz bile kamera gerçekten çok hoş görüntüler aşırı gerçekçi geldi bana ben 6s den geçtim memnununbir kaza olmazsa bunuda 5 yıl kullanırım uzun vadede kesinlikle alınacak bir cihaz bence
1	Tavsiye ediyorum, güzel telefon . Dayıma aldık , sonra bir tane daha sipariş verdik . Şarjı 5000 mA olduğu için uzun gidiyor. Başarılı
1	telefon süper uçak gibi ben xiaomi mi 6 ylanbununla arasında kaldım ama sonradan yine aynı sadece işlemcisi biraz daha dandik ama aradaki farkı asla ama asla anlayamiyorsunuz o yüzden bu telefonu alın çok iyi 64 GB alan yeteri kadar yetiyor 6 GB ram çok fazla geliyor hiç kasma yok snapdrogan da olunca fıstık gibi kamerası güzel çekiyor 10x e kadar yaklaştırıyor portre modunda fazla başarılı değil ama fotoğrafta iyi yakından çekince iyi ama uzakta yine başarısız selfisi xiaomi mi 6 dan daha iyi sadece kötü olan ve telefonu almak istemediğim olay telefonun kilifini bulamiyorsunuz
1	Çok Güzel ürün
1	24 saat dolmadan manisaya elimize ulaştı, çok memnun kaldık . telefona gelince performans olarak gayet iyi durumda, teşekkürler
1	P-Smart 2019 akıllı telefonu uzun süre araştırdım. Öncelikle hızlı gönderim ve sorunsuz teslimat için Hepsiburada.com ailesine teşekkür ederim. Daha önce kendime Huawei Mate 20 Lite akıllı telefon almak istediğimde de Tamindir.com'dan Ozancan Kubilay'ın YouTube'daki incelemesini izleyerek karar vermiştim. P-Smart 2019'u satın alırken de yine Tamindir Bey'in yorumlarını izleyerek karar verdim ve alırken ki indirimle beraber oldukça iyi bir fiyata telefonu satın aldım. P-Smart 2019 gerçekten tam bir fiyat performans telefonu olmuş, teşekkürler Huawei.
1	Bu yorumu size resmi 5 plus tan yaziyorumdüşünmeden alın derim hizi şarj süresi harika
1	en istediğim telefon.. belki fiyatı azıcık daha düşer diye bekliyorumm..
1	Herşey çok güzel 
1	Huwaei telefonların fiyatları diğer telefon markalarına göre daha uygun olup ve daha iyi performans sergilemektedir . Almış olduğum telefondan çok memnunum ve Hepsiburada.com ‘a teşekkür ederim kargonun hızlılığından !
1	Telefonun kamerasına bayıldım ayrıca parmak izi okuması çok hızlı tam bir fiyat performans ürünü 
1	fiyatına göre güzel ve akıcı
1	Az indirim olursa almayı düşünüyorum
1	çok pahalı.uygun olsa hemen alıcam.nolur bır an önce düşşün
1	Iyi
1	Teşekkürler şimdilik çok. Memnun um
1	ince hesap satıcısı hızlı bir şekilde kargoya verdi,siyah olanından sipariş ettim,zira beyaz olanı çok çirkin duruyor ve çabuk kirleneceğini düşündüm,ürün çok hızlı şarj oluyor,ısınma problemini bende farkettim onun dışında çok sevdim telefonu
1	Telefonu 4 gündür kullanıyorum beklentimi fazlasıyla karşıladı gayet kullanışlı ve stabil bir cihaz. Kamera,oyun performansı ve özellikle ses kalitesi beklentimin üzerinde. Kesinlikle tavsiye ederim
1	telefon çok hafif. kamerası fena değil.görüntüsü güzel. sarjı çok iyi gidiyor. tek kötü yönü sarj dolumunun benzerlerine göre uzun sürede dolması. tavsiye ederim.
1	Fiyatına göre çok mükemmel bir telefon işinizi her türlü görür Türkiye den güzel bir üretim diğer yurt dışı üretim lerde içinde hep yabancı yazılar anlamiyoz zaten elektronik dilden birde yabancı dil eklenince anlamakta güçlük çekiyorduk kısacası milliyetçi olan kullanır en kötü de olsa
1	Telefon zaten bilinen bir marka saticiyla alakasi yok. Kargolama ve hizmet güzel. Telefonda emsallerine görefiyat performans olarak gayet iyi
1	Ben ürünü eşim için almıştım. Ürün beklediğimden daha iyi çıktı. Ürünü alırken ne beklediğinize iyi karar verin. Bazı kullanıcılara bakıyorum, 1500TL-2000TL bandındaki ürünlerden anormal şeyler bekliyorlar. Ben hem samsung kalitesine hem de hepsiburada'ya güvenerek ürünü aldım ve kesinlikle pişman değilim. Ürünün fotoğraf çekme kalitesi tatmin edici. Ekran parlaklığı ve boyutu bizim hoşumuza gitti. Tam fiyatının telefonu diyebilirim. Bataryası çok büyük avantaj. Öyle her gün şarj isteyen bir telefon değil. Teknoloji her gün önümüze yeni bir seçenek sunuyor ve alternatif mutlaka olacaktır işlemciye belleğe falan takılırsanız her zaman biri diğerine üstün çıkacak. O yüzden çok düşünmeden bu telefonu tercih edebilirsiniz derim. 
1	Telefon bugün elime geçti.ilk izlenim harika bir telefon.
1	fiyat performans canavarı 1 günde elimde teşekkürler
1	Ürün gayet güzel elimize de hızlı bir sekilde ulaştı. Genel izlenimim şöyle telefon biraz ugraşınca ısınıyor bu yüzden oyun vb için kullanılacaksa tavsiye etmem. Tasarımı kullanımı çok guzel ayrıca hafif, bu özelliklere sahip başka markalar çok daha fazla fiyat istiyor. Tesekkurler Vestel ve hepsiburada
1	Arkadaşlar telefonu yaklaşık 20 gündür kullanıyorum telefon gayet güzel görünüyor, şarjı fena değil, ısınma yaşamadım, hızı iyi ama ufak sıkıntılar var birincisi 1080p 60 fps video kaydı bozuk çok kötü çekiyor aşırı kumlanma var düşük ışıkta daha bariz fark ediliyor ikincisi çentiğin etrafı beyaz yada gri ekranda ışık yayıyor.Video çekmeyi seviyorsanız size göre olmayabilir ama fotoğraflarda yeterli performans gösteriyor ayrıca portre moduda çok iyi değil bazen nesneleri ayıramıyor.
1	yaklaşık 1.5 aydır kullanıyorum kamera açılarını netliğini çok beğendim hızı gayet güzel bu paraya alabileceğiniz en iyi telefon diyebilirim herkese tavsiye ederim teşekkürler hepsiburada.
1	Bu telefonun aynısını 9 ay önce Hong Kong' dan aldım. Anlatabileceğim bir sürü özellik var ama klavyenin kalitesi ve speed key tuşu ile uygulamalar arası anlık geçiş bile bana yetiyor . çift sim kartlı ve siyah olanı kullanıyorum. Başka herhangi bir telefonu verseler, en pahalı telefonlar dahil asla ama asla değişmem!!!
1	mükemmel bir telefon herkese tavsiye ederim camera muhteşem
1	herşeyi mükemmel. Fiyatına göre alınabilecek en iyi telefon. Bataryasından şüpe duyuyordum ama o bile gayet iyi.
1	Hep nokia tercih etmişimdir en az 4 yıl kullanırım aldığım nokia telefonları hiç tamirci görmeden belli bir ömrü olduğu için şarj sorunu yüzünden değiştiririm.Hem uygun fiyat hemde fazla özellik aramayanlar için piyasanın en iyisi.
1	Teşekkürler hepsiburada.com'a hızlı ve sağlam gönderim için...şansızlığım indirme girdikten sonra almamak oldu ben aldım ertesi gün 100 tl indirime girdi :D
1	Herşey için teşekkürler. Temiz alışveriş.
1	Hızlı kargo için teşekkürler. Daha önce mi 5 kullanıcısı olarak note 3 aldık. Marka tutkusu olmayan arkadaşlara tavsiye ederim. Cihaz hız ve performans olarak çok iyi
1	Fiyatına göre çok iyi bir telefon lakin camera performansı abartılmış ben yeterli bulmadım 
1	Ürünü,diğer olumlu yapılan yorumlar ile beğendim,Katılıyorum.Eklemek istediğim yüz tanıma yok diyor ama o da var.Ben kullanıyorum
1	Apple garantili bulunmaz nimet..
1	arkadaşlar telefon çok hos bir tasarima sahip. genel olarak olumsuz bir sey goremedim ben. tek sıkıntı sarj olabilir. o da cok kötü değil. 1 günü rahat çıkarır.
1	Mi6 nin başka bir modelini kullanıyorduk zaten. İhtiyaç hasıl olunca da mi6 Jin bu modelini almaya karar verdik. Xiaomi zaten güzel ANLATMAYA GEREK YOK KULLANIYORUZ.:
1	Telefon pil performansı olarak iyi. Ekran kalitesi olarak iyi. Android 7.0 yüklemesi gerçekleşti. Parmak izi tanıması güzel. Ancak sitede yazdığı gibi lenovo tarafından gönderilen reklam metninde de aynı şekilde 4.5G desteklediği yazıyor 4.5 G'yi DESTEKLEMİYOR. İnternet sağlayıcı problemi yaşayıp 4.5G'li ürün alması gerekenlere tavsiye etmem, internette çok sıkıntı yaşarlar. 4.5G internet desteği olmaması dışında genelde iyi telefon.
1	telefon beklenenden once elime ulasti. satici cok basirili sekilde urunu koruma altina almis acarken resmen ellerim acidi bu kadar saglam kargolama olamaz.Fiyat performans telefonu bu fiyata daha iyisi olamazdi.
1	sen cep firmasından Hepsiburada üzerinden aldım ürün güzel bu fiyata alınabilecek en iyi telefon diyebilirim kamera konusuna gelecek olursak iphone 6 s ile neredeyse aynı performansa sahip KAMERASı var. bu fiyata çok iyi.zaten herhangi bir kırılma arıza sonucu parçalarını ucuza temin edebiliyorsunuz 10 numara telefon kaçırmayın derim... teşekürler
1	Arkadaşlar çok paralar vermeye gerek yok.iyi ve kaliteli 
1	Annemin kullanması için aldım teşekkürler hepsiburada ve samsung
1	Orjinal çok hızlı kargoya verildi...
1	fiyat/ performans iyi
1	kesinlikle pişman olmazsınız 1 yıldır kullanıyorum her yönü ile çok iyi.
1	is bilip bilmeden milleti yanıltmayın ios13 güncellemsi 6s ve 6 s plus cihazlara gelecek
1	yüz tanıması varmıs ama ben bulamadım ama şu ana kadar gayet iyiydi çok güzel bir telefon almanızı tercih ederim tabi satisa tekrar çıkarsa
1	oldukça memnunum
1	Teslimat çok hızlı ürün gayet iyi teşekkürler hepsi burada com
1	Tasarım olarak çok iyi. Şarj olma süresi ve şarj dayanıklılığı süper. Ekran ve çözünürlük süper ama kamera Bi tık daha iyi olabilirmiş. 
1	20 günlük telefon kullanımından sona dokumatikte bazı sıkıntılar gördüm mesela klavyede yazı yazarken tuşlar kendiliğinden işliyor takılı kalıyor bu biraz can sıktı bu sıkıntı başka kullanıcılar tarafından da dile getirilmiş. bunun dışında genel olarak beğendim 
1	bende burdan aldım ilk sorunlu gibi geldi ekran kirpip duruyordu şimdi bir ay oldu mükemmel ne donma ne kasma fotoğraf zaten güzel çekiyor pişman olmazsiniz
1	On numara
1	kim ne derse desin, tasarım çok hoşuma gitti sırf bu yüzden alacam fiyatın düşmesini bekliyom
1	Mükemmel performans. F/P oranı 100%
1	Telefon çok iyi ambalajlamış ve hızlı bir şekilde ulaştı.Telefonun performansıdafiyatı da gayet iyi Teşekkürler hepsiburada 
1	performansina kibar bir telefon olması tek elle rahatlikla kulanilabilmesi çok güzel çünkü bu özellikte bir telefon olup böyle kibar telefon yok abi en çok hosuma giden yani güçlü ve kaba değil.
1	Çok iyi diye değerlendirdim çünkü zaten bu fiyata bu performansı bulmayacağımı gezdiğim mağaza zincirinde değerlendirdim ki zaten tavsiye üzerine aldım. Cihazı bugün sabah teslim aldım 2 günde elime geçti. bu konulardan anlayan kişilerin hepsi gayet de güzel bir telefon dediğine göre doğru cihazı en güzel fiyata almışım demektir. Cep telefonlarına kredisiz taksit yapılaması hala sıkıntılı bir durum olsada bu durum satıcı firmanın tekelinde değil. Tek bi sorun var o da kasasından dolayı biraz ağır bir telefon! Bayanlar açısından alışmak zaman alabilir benim açımdan onun dışında satışı bol olsun derim başka da bi şey demem. Teşekkürler!
1	Şimdi aldım telefonu kullanmadım. Ama ilk gördüğüm eksik koruma camı takılmış gelse çok daha iyi olurdu.
1	Güzel F/P ürünü..ama mutlaka sağlam bir kılıf kullanmanızı öneririm çünkü yapısı biraz kaygan gibi sipariş verirken isterseniz uyumlu kılıf ta alın ekran koruyucuya gerek yok üzerine takılı geliyor zaten ..alacaklara tavsiye ederim.
1	Güzel çalisiyor telefon ama biraz buyuk
1	Cok guzel bir telefon bu fiyata bu kalite bu sıklık bu tasarrim bulunmaz bence hiç düşünmeden alinacak bir cihaz 
1	kargo süreci dışında ürün güzel
1	Tavsiye ederm 
1	Malzeme Kalitesi: 3600 haricindeki diğer ürünlerden daha kaliteli. Dokunduğunuz zaman kadifemsi bir rahatlık hissi veriyor. Dış yüzeyi kaydırmaz bir yapıya sahip gibi. Tuş takımı rahat kullanılıyor. Ekranı da güzel. Alo demek için yeterli. Aç kapada kolaylık sağlıyor işte.Ses Kalitesi: Samsung'un bu model telefonlarından daha iyi değil. Galiba hoparlörleri küçük bu telefonların. Annem kapaksız modelini kullanıyor oradan biliyorum. Kutu: Kulaklık gelmiyor. Keşke o da gelseydi. Çok gürültülü yerlerde kulaklık, hoparlöründeki dezavantajı ortadan kaldırabilir. Ben de bi tane vardı, denedim ve güzel sonuç aldım.Pil: Yorumlara bakmıştım; şarjlar bitik geliyor gibi yorumlar vardı, diğer sitelerde filan. Bakıp göreceğiz. Batarya gelince 4 diş gösteriyordu. Ama hemen bitmiş gibi göründü. Tekrar şarja taktık. Yeniden full şarj edip bir de öyle kullanacağız.Sonuç: Ürün şık, hoş ve kullanışlı bence. Dediğim gibi bu ürünü almadan bölgemdeki telefonculardan baya bi dolaşıp malzeme kalitesi vs kontrol edip bu modelde ondan sonra karar kıldım. Bu tarz bir telefona ihtiyacınız varsa tavsiye ederim.Servis: Firma, en ucuz satan yerdi. Hizmetinden, hızlı kargolamasından, iletişiminden memnun kaldım.NOT: Yurt dışı sitelere de bakmıştım. Oralarda bazı ürünlerde ';Refurbished'; yazıyor. Yani ';Yenilenmiş';. Eski, iade ürünler varsa tekrar kullanıma sunulan. Yenisi yapılıyor mu bu telefonların bilmiyorum. Belki o yüzden piller bitik geliyordur. Çünkü eski piller zaten fabrikadan çıktıktan sonra ömrü bitmeye başlıyor Li-ion pillerin. Çocuğa sıfır pil aldık Sony telefonu için ama maalesef eski pilinden daha kötü bir performans verdiği için gene eski pilini kullanmaya başladı. Eski model ürünlerde en büyük problem pil sorunu. Çok dandik marka pilleri de almayın. Çok ısınıp patlayabilir. Bir seferinden Nokia telefonuma öyle bir pil almıştım. Telefon ısınmış ve erimişti. Allah'tan patlamamış. Bu konuya dikkat etmenizi tavsiye ederim.
1	ben çokbeğendim tavsiye ederim
1	Gerek kullanım kolaylığı, gerek sürati, gerekse pil ömrü gerçekten gayet başarılı. Eğer iletişim, sosyal medya ve internet odaklı bir cihaz kullanıcısıysanız çok memnun kalacaksınız.
1	telefon alırken en önemli şey ihtiyaçlarınızı belirlemek. Ben bu telefon alırken bana yeteceğini biliyordum aldıktan sonra da hiç pişman olmadım. gayet kip, şık, sağlam bir cihaz. Kullanım deneyimi de gayet güzel bir cihaz. Tavsiye ederim.
1	paket ve kargo düzgün geldi sorunsuz teşekkürler hepsi burada
1	04.03.2019 tarihinde telefon elime ulaştı. Cihazı siparişi verdikten sonra yorumlar beni tedirgin etmişti. ama bu telefonun özelliklerine iyi olduğunu biliyordum. Yapılan yorumlara göre ya ben telefondan anlamıyorum, yada onlar çok iyi anlıyor. kargo paketinin içinde ayrıca32 gb hafıza kartı çıktı. cihaz yüz tanıma ve parmak izi özelliğini inanılmaz hızlı algılyor. 32 gb dahili hafızası, 3 gb ram , 8 çekirdek, 1080*2340 ekran çözünürlüğü, 409 ppi ve 5000 mah bataryası, hızlı şarj özelliği olmasıyla göz dolduran bu fiyata bu özellikler yok yok dedirten bir telefon olmuş. full hd+ ekranı beklenenin üzerinde bir görüntü veriyor. pil yüzdesi 15 ikenşarjın dolması hızlı şarjda iken tam 2 saat 20 dk da şarj oluyor. internet açıkken ortalama en az 3 gün gidiyor. telefonu daha 3 kez şarj ettimkibatarya düzene girdikçe şarjı daha çok gideblir..arka Kamera çift olması geniş açılı çekmesi ve ön kameranın flaşının gömülü olması artı özellik. sonsuz ekran. bu özelliklere ve samung markasına bakılarak M20 telefon alınacaklar arasındadır.
1	yaklaşık 10 aydır kullanıyorum herhangi bir donma kasma yaşamadım ancak şarjı biraz çabuk bitiyor
1	almayı düşünen arkadaşlar hiç düşünmesinler. bu fiyata bu özellikler başka telefonda yok. binlerce lira harcayıp bundan daha kötü telefon almayın. özellikle ses sistemine bayıldım. acayip gür ve net ses sistemi var????
1	Güncel ama orta telefon almaktansa 2017'nin en iyi telefonunu alırım daha iyi. Şimdi eskidi diyebilirsiniz. Kalbinde kirin 970 işlemci 6 gb ramddr4x 4.000mA Pil var. Android Pie'den sonra bir güncelleme daha alır bir daha almayabilir ama. Telefon kullanım olarak bi 3 Yılı var. Yani cihazın çok güçlü bir donanımı var. Başka cihazlarda var tabii. Başka seçenekler her zaman olucaktır. Elbette Mate 10 Pro Ben dahil, alanları üzmeyecektir. Gönlünüz rahat alın.
1	parasının hakkını veren bir telefon ama eski bir mi6 kullanıcısı olduğumdan mi6 daki estetik maalesef bunda yok ama kamerasına diyecek yok mi6 daki kamera bence çok basarisizdi. kısacası 4 GB ram amoled ekran 128 GB hafıza ile fiyat performans telefonu paranın hakkı yani. hepsiexpress hiç express değil 3 günde geldi.
1	Samsung Kalitesine güvendim tamdı ürün gelince ve kullanmaya başlayınca anlıyorsunuz. Çok zarif bir tasarım.Ambalajı gayet sağlam yapmışlar kutu içinde kutu ile göndermişler yani paketleme özenliydi.Kutu içerisinde 32 gb hafıza kartı var.özellik olarak orta bir kullanıcı için fazlası ile işinizi görür.tavsiye ederim
1	KESİNLİKLE HARİKA PİYASADA DAHA İYİSİ YOK !!!GEREK SERVİS, GEREKSE ÜRÜN KALİTESİ OLARAK APPLE BU İŞİ BİLİYOR.SORUNSUZ KULLANABİLECEĞİNİZ BİR ÜRÜN VE DİĞER APPLE MARKA TELEFON MODELLERİNDEN ÇOK FARKLI.HOME TUŞU OLMADIĞINDAN BAŞTA GARİPSEMİŞ OLSAMDA PARAYA KIYIP ALABİLİYORSANIZ BAŞKA ALTERNATİF DÜŞÜNMEYİN DERİM.
1	Tanıdık markalara çok para vermenize gerek yok. Samsung A5 kullanıcısıydım, eski telefonumdan daha hızlı ve özellikleri daha fazla.
1	Bence tam fiyat performans telefonu sarjida ideal
1	şu an piyasada ki en iyi kamera bundadir adik net.
1	Telefonu anlatmaya gerek yok. Bu kaliteyi hepsiburada sayesinde uygun fiyata almak daha da güzel. Ayrıca kargoda cok hizliydi. tahmini süreden de erken geldi. Teşekkürler.
1	Ses bileşenlerini çok başarılı bulmadım. Androidi yönetemediğim noktalar var örneğin anasayfadaki uygulama ikonlarının stili gibi. Belki ben becerememişimdir. Yine tuş sesi yönetiminde titreşimi kaldıramıyorum. Şarjı 1 gün dayanıyor ki aktif kullanan biriyim bu süre makul. Genel olarak fiyat performans açısından 80% diyebilirim. Almayı düşünenler LenovoMotorola modellerini de değerlendirsinler derim. 
1	Fiyatına göre telefon çok iyi güvenle alabilirsiniz. 1 haftadır kullanıyorum hiç problem ile karşılaşmadım. 
1	11 yıldır iphone kullanan biri olarak çok zor karar verdim baya bir araştırdım ve Almaya karar verdim ve iyiki almışım diyorum. Özellikle batarya müthiş full kullanım ile 1 günü kurtarıyor tek sıkıntı şuyduHepsiburada kargoyu geciktirdi. Taahhüt edilen sürede kargo yollanmadı
1	Tabiri caizse telefon on numara kaymak gibi uzun araştırı neticesinde fiyat performans telefonları içinde alınabilecek nadir telefonlardan birisi de bu telefondur. Lakin bu telefonun ağır sanayi tamir bakım inşaat gibi yerlerde çalışanlara ve düşürme noktasında risk unsuru ortamlarda çalışanlara pek tavsiye etmemekle birlikte iyi bir koruyucu cam ve kılıfla birlikte herkese tavsiye ederim. Şıklık fiyat ve performans noktasında herkesin memnun olacağı bir üründür.Artıları:4000ma batarya, Yüksek ekran kasa oranı, gerilla glass 5 ekran camı, şık görünüş, type-c usb girişiFiyat performans ürünüEksileri:Arka kamera çıkıntısı fazlaArka cam kapak ve düşmeye karşı dayanıksızlık hissiyatı,İthalatci garantili üründe kulaklık olmaması,NFC yok
1	urunu muhtesem cuma dan indirimli sekilde siparis ettim cumartesi gunu elime ulasti hizdan dolayi cok memnun kaldim telefon bu fiyata bulunamayacak turden gercekten hoparlor kalitesi olsun kamera cekim kalitesi olsun gayet iyi
1	Fiyat performans arayanlar için biçilmiş kaptan. Parmak izi okuyucunuz hızı bu fiyat aralığındaki bir telefon için kat kat iyi. Herkeze tavsiye ederim
1	ürün elime coktan ulaştı yaklaşık bir haftadır kullanıp yorum yapayım dedim cok beğendim tek beğenmediğim şey ben aldıktan bi gün sonra fiyatının düşmüş olması telefon sonderece şık ve zarif kamerası işlemcisi hızı vs makul derecede güzel gömülü parmak izi yüz tanıma gibi özellikleri gibi extra özellikler harika %100 fp ürünü huavei ile xaomi arasında git gel yaptım ama iyikide xomi iki günde elime ulaştı teşekkürler satıcı
1	ÇOK GÜZEL YATIRIMLIK.GÜVENLİ LİMAN ALTIN ALIŞVERİŞİ.GÜVENLİ MAĞAZA
1	Göründüğü gibi çok da şık
1	en güzel yanı 5000 mah batarya ve çok hızlı doluyor. benim içinde önemli olan buydu tavsiye ederim
1	siparisten sonraki gün elime ulasti. bir yurtici kargo klasigi. telefonda bir sorun gozukmuyor insallah ta olmaz☺
1	Fiyat performans bakımından güzel bir telefon.
1	ürün kısa zamanda elime ulaştı.ses ve görüntü kalitesi oldukça iyi
1	Cihaz güzel fakat sesi bana göre biraz az çıkıyor. Tabi bu kişiye göre değişir. Tüm foksiyonlarını tam kullanırsanız 1 güne yakın gidiyor fakat normal kullanıcılar için 2 gün gitmektedir.Ben fazla kullandığım için önemli olan akşamı çıkarmasıydı. Şuan için problem görünmüyor.1 hafta sonra bir telefon daha aldım arkadaşıma alınabilir bir telefondur genel olarak
